"","name","network","agent","start","end","open","lat","lon"
"295","Taupiri","C75621",2095,1982-07-31,1984-08-30,FALSE,-37.603,175.203
"296","Whakatane Mill","B76993",1671,1950-12-31,1983-04-29,FALSE,-37.958,176.964
"297","Tarawera Forest","B86161",1772,1970-12-31,1982-11-30,FALSE,-38.128,176.651
"298","Whakarewarewa","B86124",1765,1939-12-31,1982-01-31,FALSE,-38.164,176.263
"299","Tokoroa Bcnz","B85286",1724,1972-12-31,1981-03-31,FALSE,-38.22,175.87
"300","Broadlands 3","B86533",1832,1975-10-31,1980-07-31,FALSE,-38.544,176.319
"301","Orere Point","C65921",1958,1976-06-30,1980-05-31,FALSE,-36.962,175.243
"302","Ohaaki Tower 10m","B86523",1827,1978-10-20,1979-07-29,FALSE,-38.529,176.292
"303","Waikeria Youth Centre","C85141",2198,1971-12-31,1977-04-30,FALSE,-38.12,175.397
"304","Purukohukohu","B86421",1815,1971-12-31,1976-05-31,FALSE,-38.426,176.215
"305","Otutira","C85681",2242,1971-12-31,1975-12-30,FALSE,-38.627,175.813
"306","Ngatea 1","B75252",1539,1970-12-31,1975-01-31,FALSE,-37.262,175.523
"307","Putaruru,Puketurua","C85161",2200,1971-12-31,1973-06-30,FALSE,-38.116,175.673
"308","Waikeria No 2","C85131",2196,1971-12-31,1972-08-31,FALSE,-38.115,175.371
"309","Te Puke Ews","B76838",12428,1996-05-31,2024-08-24,TRUE,-37.82274,176.32072
"310","Matamata, Hinuera Ews","B75875",17030,1998-12-22,2024-08-24,TRUE,-37.87683,175.73496
"311","Turangi 2 Ews","C85977",25643,2003-03-05,2024-08-24,TRUE,-38.97352,175.7908
"312","Te Kuiti Ews","C85316",23899,2003-05-07,2024-08-24,TRUE,-38.33174,175.15356
"313","Hamilton, Ruakura 2 Ews","C75734",26117,2005-11-10,2024-08-24,TRUE,-37.77389,175.30517
"314","Tarapounamu Ews","B86682",26719,2006-08-11,2024-08-24,TRUE,-38.61841,176.87388
"315","Pureora Forest Cws","C85552",37016,2009-04-18,2024-08-24,TRUE,-38.517,175.58
"316","Lake Karapiro Cws","C75955",37656,2009-10-14,2024-08-24,TRUE,-37.9245,175.5396
"317","Rotorua Ews","B86128",41077,2015-09-25,2024-08-24,TRUE,-38.14635,176.2578
"318","Waikeria Ews","C85034",41389,2016-03-24,2024-08-24,TRUE,-38.09468,175.3876
"319","Taupo Cws","B86609",41429,2016-04-23,2024-08-24,TRUE,-38.67812,176.07956
"320","Tauranga Cws","B76612",41428,2016-05-06,2024-08-24,TRUE,-37.6741,176.16303
"321","Whakatane Ews","B76999",40982,2016-12-18,2024-08-24,TRUE,-37.94815,176.96773
"322","Tauranga Aero Aws","B76624",1615,1990-05-31,2024-08-23,TRUE,-37.67478,176.19236
"323","Taupo Aero Aws","B86704",1858,1990-05-31,2024-08-23,TRUE,-38.74252,176.08105
"324","Hamilton Aero Aws","C75834",2112,1990-05-31,2024-08-23,TRUE,-37.86088,175.33175
"325","Whakatane Aero Aws","B76995",1673,1990-08-06,2024-08-23,TRUE,-37.92478,176.91857
"326","Rotorua Aero Aws","B86133",1770,1991-12-19,2024-08-23,TRUE,-38.10592,176.31481
"327","Galatea Aws","B86476",37652,2009-10-06,2024-08-23,TRUE,-38.4084,176.74233
"328","Mamaku Radar Wxt Aws","B86003",38671,2010-08-21,2024-08-23,TRUE,-38.066,176.062
"329","Kawerau Aws","B86075",36750,2009-02-10,2024-08-21,TRUE,-38.08736,176.6997
"330","Paeroa Aws","B75362",1547,1990-09-30,2023-02-01,FALSE,-37.37065,175.68372
"331","White Island Aws","B77511",31828,2007-03-08,2019-12-08,FALSE,-37.51668,177.17732
"332","Toenepi Ews","B75752",23908,2002-06-19,2019-06-08,FALSE,-37.71958,175.58528
"333","Holland Road, Hamilton Cws","B75735",26645,2014-04-02,2018-02-12,FALSE,-37.748,175.367
"334","Otamatuna, Te Mapou Hut Cws","B87314",37239,2009-07-08,2017-06-27,FALSE,-38.33334,177.16288
"335","Taupo Wxt Aws","B86608",37869,2009-12-18,2016-07-07,FALSE,-38.684,176.072
"336","Waikeria 2","C85132",2197,1977-04-30,2016-03-30,FALSE,-38.091,175.39
"337","Opotiki","B87023",1874,1954-12-31,2014-10-31,FALSE,-38.00638,177.28706
"338","Tauranga Aerodrome","B76623",1614,2009-11-13,2010-01-25,FALSE,-37.67239,176.19671
"339","Te Kuiti High School","C85314",2212,1959-02-28,2009-06-04,FALSE,-38.33356,175.15328
"340","Whakamarama 1","B75792",1589,1984-02-29,2009-04-21,FALSE,-37.75186,175.96962
"341","Kawerau Temp Only","B86073",31829,2006-09-30,2009-03-25,FALSE,-38.087,176.7
"342","Hamilton, Ruakura Ews","C75733",12616,1996-10-25,2007-02-28,FALSE,-37.77879,175.31271
"343","Katikati 2","B75592",1569,1979-12-31,2004-11-30,FALSE,-37.547,175.945
"344","Turangi Ews","C95087",12432,1996-05-31,2003-03-03,FALSE,-38.995,175.79465
"345","Whakatane Motor Camp","B76996",7450,1991-12-31,2003-02-09,FALSE,-37.951,176.985
"346","Waimana","B87103",1883,1970-12-31,2002-06-30,FALSE,-38.146,177.079
"347","Waihi Gold Raws","B75382",1551,1989-12-31,2001-12-12,FALSE,-37.38833,175.87111
"348","Kawerau Ews","B86072",21866,2000-12-15,2001-10-31,FALSE,-38.04,176.753
"349","Te Aroha","B75571",1565,1950-12-31,1999-10-31,FALSE,-37.547,175.716
"350","Kaingaroa Forest","B86451",1819,1950-12-31,1999-03-31,FALSE,-38.41,176.56
"351","Hamilton, Ruakura","C75731",2101,1939-12-31,1997-03-06,FALSE,-37.78,175.313
"352","Turangi","C95085",2347,1967-12-14,1996-12-19,FALSE,-38.995,175.812
"353","Te Puke Edr","B76836",1646,1986-03-02,1996-09-01,FALSE,-37.82,176.322
"354","Kawerau","B86071",1753,1954-02-09,1996-06-30,FALSE,-38.079,176.718
"355","Taupo N.Z.E.D.","B86602",1841,1949-12-31,1994-01-31,FALSE,-38.681,176.072
"356","Tauranga 4","B76611",1611,1969-12-31,1994-01-31,FALSE,-37.677,176.165
"357","Te Teko","B86083",1757,1970-12-31,1994-01-31,FALSE,-38.039,176.812
"358","Paeroa","B75361",1546,1970-12-31,1994-01-31,FALSE,-37.378,175.664
"359","Pureora Forest","C85551",2234,1971-12-31,1994-01-29,FALSE,-38.517,175.553
"360","Tairua Forest","B75182",1534,1970-12-31,1993-12-31,FALSE,-37.172,175.853
"361","Waitoa 2","B75663",1577,1986-10-07,1993-10-31,FALSE,-37.595,175.63
"362","Port Ohope","B77911",1703,1977-06-10,1993-02-28,FALSE,-37.986,177.112
"363","Rotorua Aero 2","B86131",1768,1971-12-31,1991-12-31,FALSE,-38.11065,176.31756
"364","Aniwaniwa","D87713",2815,1990-01-30,1991-10-31,FALSE,-38.748,177.164
"365","Mohaka Forest","D97004",3115,1971-12-31,1990-10-31,FALSE,-39.069,177.023
"366","Whakatane Aero","B76994",1672,1974-12-04,1990-08-23,FALSE,-37.92644,176.91807
"367","Tuai","D87812",2833,1982-01-01,1990-07-08,FALSE,-38.809,177.15
"368","Waikaremoana Onepoto","D87811",2832,1971-12-31,1990-06-30,FALSE,-38.801,177.122
"369","Cambridge 4","C75953",2128,1975-03-10,1990-03-31,FALSE,-37.919,175.498
"370","Kinleith 2","B85285",1723,1967-07-31,1990-03-13,FALSE,-38.28,175.888
"371","Waimihia Forest","B86821",1861,1950-12-31,1989-12-31,FALSE,-38.806,176.251
"372","Waihi","B75381",1550,1950-12-31,1989-12-31,FALSE,-37.394,175.841
"373","Atiamuri Power Stn","B86403",1806,1970-12-31,1989-12-31,FALSE,-38.396,176.021
"374","Taupo Aero","B86702",1856,1975-12-31,1989-12-07,FALSE,-38.74139,176.08251
"375","Galatea 4","B86475",1823,1987-03-31,1989-09-29,FALSE,-38.418,176.791
"376","Arapuni Power Stn","C85061",2190,1950-12-31,1989-09-06,FALSE,-38.073,175.642
"377","Te Puke Dsir","B76835",1645,1972-12-31,1989-08-30,FALSE,-37.82,176.322
"378","Minginui Forest","B86671",1850,1970-12-31,1989-07-30,FALSE,-38.644,176.729
"379","Te Kuiti P O","C85315",2213,1982-01-10,1989-07-30,FALSE,-38.337,175.165
"380","Ohaaki","B86525",1829,1985-06-04,1989-06-30,FALSE,-38.528,176.292
"381","Mt Te Aroha Tv Stn","B75572",1566,1970-12-31,1989-06-29,FALSE,-37.537,175.741
"382","Ngatea 3","B75241",1537,1983-11-30,1989-04-30,FALSE,-37.281,175.498
"383","Tauranga Aero","B76621",1612,1941-01-31,1989-02-28,FALSE,-37.67242,176.19635
"384","Mangakahu Valley","C85742",2248,1982-12-07,1989-02-28,FALSE,-38.743,175.402
"385","Tikitere","B86034",1747,1977-07-31,1988-12-31,FALSE,-38.06,176.345
"386","Hamilton Aero","C75832",2110,1971-12-31,1988-09-29,FALSE,-37.86672,175.32873
"387","Rotoehu","B76851",1650,1988-06-30,1988-08-31,FALSE,-37.874,176.522
"388","Rotoehu Forest","B76951",1662,1950-12-31,1988-06-30,FALSE,-37.904,176.508
"389","Wairakei Power Stn","B86611",1845,1970-12-31,1988-06-29,FALSE,-38.628,176.103
"390","Wairakei Research Stn","B86612",1846,1964-05-31,1987-06-30,FALSE,-38.617,176.11
"391","Murupara","B86471",1820,1973-10-31,1987-06-30,FALSE,-38.459,176.695
"392","Wairapukao Forest","B86551",1834,1970-12-31,1987-02-27,FALSE,-38.535,176.571
"393","Edgecumbe Dairy Co","B76984",1668,1970-06-30,1987-01-31,FALSE,-37.98,176.834
"394","Waiotapu Forest","B86341",1797,1970-12-31,1986-12-31,FALSE,-38.314,176.422
"395","Waharoa 2","B75772",1585,1983-08-08,1986-09-29,FALSE,-37.759,175.776
"396","Whakamarama 2","B75793",1590,1984-02-29,1986-05-31,FALSE,-37.72,175.991
"397","Whakamarama Edr","B76603",1609,1985-05-12,1986-04-30,FALSE,-37.693,176
"398","Rukuhia","C75831",2109,1946-08-31,1984-09-30,FALSE,-37.83,175.3
"399","Whakatane Mill","B76993",1671,1950-12-31,1983-04-29,FALSE,-37.958,176.964
"400","Tarawera Forest","B86161",1772,1970-12-31,1982-11-30,FALSE,-38.128,176.651
"401","Whakarewarewa","B86124",1765,1939-12-31,1982-01-31,FALSE,-38.164,176.263
"402","Tongariro Prison Farm","C95086",2348,1974-07-31,1981-05-29,FALSE,-39.043,175.856
"403","Tokoroa Bcnz","B85286",1724,1972-12-31,1981-03-31,FALSE,-38.22,175.87
"404","Broadlands 3","B86533",1832,1975-10-31,1980-07-31,FALSE,-38.544,176.319
"405","Ohaaki Tower 10m","B86523",1827,1978-10-20,1979-07-29,FALSE,-38.529,176.292
"406","Waikeria Youth Centre","C85141",2198,1971-12-31,1977-04-30,FALSE,-38.12,175.397
"407","Purukohukohu","B86421",1815,1971-12-31,1976-05-31,FALSE,-38.426,176.215
"408","Otutira","C85681",2242,1971-12-31,1975-12-30,FALSE,-38.627,175.813
"409","Makahu Saddle 2","D96241",2934,1971-12-31,1975-04-30,FALSE,-39.288,176.405
"410","Ngatea 1","B75252",1539,1970-12-31,1975-01-31,FALSE,-37.262,175.523
"411","Makahu Spur","D96231",2928,1971-12-31,1973-08-31,FALSE,-39.282,176.389
"412","Putaruru,Puketurua","C85161",2200,1971-12-31,1973-06-30,FALSE,-38.116,175.673
"413","Waikeria No 2","C85131",2196,1971-12-31,1972-08-31,FALSE,-38.115,175.371
"414","Te Puke Ews","B76838",12428,1996-05-31,2024-08-24,TRUE,-37.82274,176.32072
"415","Matamata, Hinuera Ews","B75875",17030,1998-12-22,2024-08-24,TRUE,-37.87683,175.73496
"416","Mt Ruapehu, Chateau Ews","C95153",18464,2000-09-12,2024-08-24,TRUE,-39.19589,175.54504
"417","Turangi 2 Ews","C85977",25643,2003-03-05,2024-08-24,TRUE,-38.97352,175.7908
"418","Te Kuiti Ews","C85316",23899,2003-05-07,2024-08-24,TRUE,-38.33174,175.15356
"419","Hamilton, Ruakura 2 Ews","C75734",26117,2005-11-10,2024-08-24,TRUE,-37.77389,175.30517
"420","Tarapounamu Ews","B86682",26719,2006-08-11,2024-08-24,TRUE,-38.61841,176.87388
"421","Ohakune Ews","E95449",31621,2007-06-28,2024-08-24,TRUE,-39.41755,175.41278
"422","Pureora Forest Cws","C85552",37016,2009-04-18,2024-08-24,TRUE,-38.517,175.58
"423","Lake Karapiro Cws","C75955",37656,2009-10-14,2024-08-24,TRUE,-37.9245,175.5396
"424","Lower Retaruke Cws","C95012",37850,2010-09-21,2024-08-24,TRUE,-39.07486,175.19667
"425","Tutira Cws","D96286",39944,2012-11-01,2024-08-24,TRUE,-39.22428,176.83882
"426","Maraekakaho Cws","D96662",40256,2014-08-06,2024-08-24,TRUE,-39.63795,176.68206
"427","Taumarunui Ews","C85826",40983,2015-09-02,2024-08-24,TRUE,-38.86145,175.23805
"428","Rotorua Ews","B86128",41077,2015-09-25,2024-08-24,TRUE,-38.14635,176.2578
"429","Waiouru Ews","E95469",41329,2016-01-14,2024-08-24,TRUE,-39.46274,175.66306
"430","Waikeria Ews","C85034",41389,2016-03-24,2024-08-24,TRUE,-38.09468,175.3876
"431","Taupo Cws","B86609",41429,2016-04-23,2024-08-24,TRUE,-38.67812,176.07956
"432","Tauranga Cws","B76612",41428,2016-05-06,2024-08-24,TRUE,-37.6741,176.16303
"433","Napier Ews","D96494",41330,2016-05-13,2024-08-24,TRUE,-39.49846,176.91189
"434","Whakatane Ews","B76999",40982,2016-12-18,2024-08-24,TRUE,-37.94815,176.96773
"435","Hastings Aws","D96680",3017,1981-09-30,2024-08-23,TRUE,-39.61517,176.78902
"436","Taupo Aero Aws","B86704",1858,1990-05-31,2024-08-23,TRUE,-38.74252,176.08105
"437","Tauranga Aero Aws","B76624",1615,1990-05-31,2024-08-23,TRUE,-37.67478,176.19236
"438","Hamilton Aero Aws","C75834",2112,1990-05-31,2024-08-23,TRUE,-37.86088,175.33175
"439","Whakatane Aero Aws","B76995",1673,1990-08-06,2024-08-23,TRUE,-37.92478,176.91857
"440","Napier Aero Aws","D96484",2980,1990-09-30,2024-08-23,TRUE,-39.47033,176.86463
"441","Rotorua Aero Aws","B86133",1770,1991-12-19,2024-08-23,TRUE,-38.10592,176.31481
"442","Taumarunui Aws","C85835",35135,2007-12-21,2024-08-23,TRUE,-38.8873,175.33255
"443","Galatea Aws","B86476",37652,2009-10-06,2024-08-23,TRUE,-38.4084,176.74233
"444","Mamaku Radar Wxt Aws","B86003",38671,2010-08-21,2024-08-23,TRUE,-38.066,176.062
"445","Waiouru Aero Aws","E95468",39148,2011-07-01,2024-08-23,TRUE,-39.44626,175.65786
"446","Kawerau Aws","B86075",36750,2009-02-10,2024-08-21,TRUE,-38.08736,176.6997
"447","Taihape Rec","E95683",3671,1972-08-31,2024-06-30,FALSE,-39.683,175.802
"448","Waiouru Treatment Plant","E95464",3629,1971-12-31,2022-02-28,FALSE,-39.46249,175.66283
"449","Toenepi Ews","B75752",23908,2002-06-19,2019-06-08,FALSE,-37.71958,175.58528
"450","Holland Road, Hamilton Cws","B75735",26645,2014-04-02,2018-02-12,FALSE,-37.748,175.367
"451","Fernhill, Substation","D96574",40279,2014-08-07,2018-01-14,FALSE,-39.59996,176.76119
"452","Otamatuna, Te Mapou Hut Cws","B87314",37239,2009-07-08,2017-06-27,FALSE,-38.33334,177.16288
"453","Taumarunui","C85821",2250,1947-04-30,2016-11-21,FALSE,-38.88784,175.25981
"454","Taupo Wxt Aws","B86608",37869,2009-12-18,2016-07-07,FALSE,-38.684,176.072
"455","Waikeria 2","C85132",2197,1977-04-30,2016-03-30,FALSE,-38.091,175.39
"456","Napier Nelson Pk","D96591",2997,1939-12-31,2016-02-28,FALSE,-39.49846,176.91189
"457","Waiouru Aws","E95467",3632,1989-11-21,2012-02-01,FALSE,-39.472,175.682
"458","Lower Retaruke","C95022",2333,1971-12-31,2010-12-31,FALSE,-39.07674,175.19649
"459","Tauranga Aerodrome","B76623",1614,2009-11-13,2010-01-25,FALSE,-37.67239,176.19671
"460","Te Kuiti High School","C85314",2212,1959-02-28,2009-06-04,FALSE,-38.33356,175.15328
"461","Whakamarama 1","B75792",1589,1984-02-29,2009-04-21,FALSE,-37.75186,175.96962
"462","Kawerau Temp Only","B86073",31829,2006-09-30,2009-03-25,FALSE,-38.087,176.7
"463","Ohakune, Ruapehu College","E95447",9355,1993-07-31,2007-06-30,FALSE,-39.419,175.412
"464","Hamilton, Ruakura Ews","C75733",12616,1996-10-25,2007-02-28,FALSE,-37.77879,175.31271
"465","Katikati 2","B75592",1569,1979-12-31,2004-11-30,FALSE,-37.547,175.945
"466","Turangi Ews","C95087",12432,1996-05-31,2003-03-03,FALSE,-38.995,175.79465
"467","Whakatane Motor Camp","B76996",7450,1991-12-31,2003-02-09,FALSE,-37.951,176.985
"468","Waimana","B87103",1883,1970-12-31,2002-06-30,FALSE,-38.146,177.079
"469","Kawerau Ews","B86072",21866,2000-12-15,2001-10-31,FALSE,-38.04,176.753
"470","Mt Ruapehu,Chateau 2","C95152",2357,1981-03-01,2000-11-07,FALSE,-39.198,175.544
"471","Te Aroha","B75571",1565,1950-12-31,1999-10-31,FALSE,-37.547,175.716
"472","Kaingaroa Forest","B86451",1819,1950-12-31,1999-03-31,FALSE,-38.41,176.56
"473","Ruapehu,The Chalet","C95255",2367,1986-07-04,1997-08-29,FALSE,-39.253,175.564
"474","Hamilton, Ruakura","C75731",2101,1939-12-31,1997-03-06,FALSE,-37.78,175.313
"475","Turangi","C95085",2347,1967-12-14,1996-12-19,FALSE,-38.995,175.812
"476","Te Puke Edr","B76836",1646,1986-03-02,1996-09-01,FALSE,-37.82,176.322
"477","Kawerau","B86071",1753,1954-02-09,1996-06-30,FALSE,-38.079,176.718
"478","Turoa, Mt Ruapehu","E95351",3600,1978-04-30,1994-10-13,FALSE,-39.307,175.525
"479","Taupo N.Z.E.D.","B86602",1841,1949-12-31,1994-01-31,FALSE,-38.681,176.072
"480","Tauranga 4","B76611",1611,1969-12-31,1994-01-31,FALSE,-37.677,176.165
"481","Te Teko","B86083",1757,1970-12-31,1994-01-31,FALSE,-38.039,176.812
"482","Pureora Forest","C85551",2234,1971-12-31,1994-01-29,FALSE,-38.517,175.553
"483","Waitoa 2","B75663",1577,1986-10-07,1993-10-31,FALSE,-37.595,175.63
"484","Kaweka Forest","D96444",2970,1971-12-31,1993-08-31,FALSE,-39.434,176.466
"485","Rotorua Aero 2","B86131",1768,1971-12-31,1991-12-31,FALSE,-38.11065,176.31756
"486","Aniwaniwa","D87713",2815,1990-01-30,1991-10-31,FALSE,-38.748,177.164
"487","Mohaka Forest","D97004",3115,1971-12-31,1990-10-31,FALSE,-39.069,177.023
"488","Ngamatea Station 2","D96412",2964,1984-05-31,1990-10-31,FALSE,-39.408,176.13
"489","Whakatane Aero","B76994",1672,1974-12-04,1990-08-23,FALSE,-37.92644,176.91807
"490","Tuai","D87812",2833,1982-01-01,1990-07-08,FALSE,-38.809,177.15
"491","Waikaremoana Onepoto","D87811",2832,1971-12-31,1990-06-30,FALSE,-38.801,177.122
"492","Tokirima","C85901",2261,1982-12-31,1990-05-31,FALSE,-38.94,175.011
"493","Cambridge 4","C75953",2128,1975-03-10,1990-03-31,FALSE,-37.919,175.498
"494","Napier Aero","D96481",2977,1973-10-31,1990-03-20,FALSE,-39.468,176.872
"495","Kinleith 2","B85285",1723,1967-07-31,1990-03-13,FALSE,-38.28,175.888
"496","Waimihia Forest","B86821",1861,1950-12-31,1989-12-31,FALSE,-38.806,176.251
"497","Atiamuri Power Stn","B86403",1806,1970-12-31,1989-12-31,FALSE,-38.396,176.021
"498","Esk Forest","D96272",2944,1971-12-31,1989-12-31,FALSE,-39.259,176.698
"499","Ohakune Junction 2","E95445",3621,1974-09-30,1989-12-31,FALSE,-39.402,175.416
"500","Wairere","C85502",2231,1981-04-02,1989-12-31,FALSE,-38.535,175.007
"501","Taupo Aero","B86702",1856,1975-12-31,1989-12-07,FALSE,-38.74139,176.08251
"502","Galatea 4","B86475",1823,1987-03-31,1989-09-29,FALSE,-38.418,176.791
"503","Arapuni Power Stn","C85061",2190,1950-12-31,1989-09-06,FALSE,-38.073,175.642
"504","Gwavas Forest","D96743",3039,1971-12-31,1989-08-31,FALSE,-39.732,176.443
"505","Te Puke Dsir","B76835",1645,1972-12-31,1989-08-30,FALSE,-37.82,176.322
"506","Minginui Forest","B86671",1850,1970-12-31,1989-07-30,FALSE,-38.644,176.729
"507","Te Kuiti P O","C85315",2213,1982-01-10,1989-07-30,FALSE,-38.337,175.165
"508","Ohaaki","B86525",1829,1985-06-04,1989-06-30,FALSE,-38.528,176.292
"509","Mt Te Aroha Tv Stn","B75572",1566,1970-12-31,1989-06-29,FALSE,-37.537,175.741
"510","Tauranga Aero","B76621",1612,1941-01-31,1989-02-28,FALSE,-37.67242,176.19635
"511","Mangakahu Valley","C85742",2248,1982-12-07,1989-02-28,FALSE,-38.743,175.402
"512","Waiouru Military Camp","E95465",3630,1971-12-31,1989-02-21,FALSE,-39.472,175.682
"513","Tikitere","B86034",1747,1977-07-31,1988-12-31,FALSE,-38.06,176.345
"514","Hamilton Aero","C75832",2110,1971-12-31,1988-09-29,FALSE,-37.86672,175.32873
"515","Rotoehu","B76851",1650,1988-06-30,1988-08-31,FALSE,-37.874,176.522
"516","Rotoehu Forest","B76951",1662,1950-12-31,1988-06-30,FALSE,-37.904,176.508
"517","Wairakei Power Stn","B86611",1845,1970-12-31,1988-06-29,FALSE,-38.628,176.103
"518","Taihape,Kahui","E95783",3687,1971-12-31,1987-08-30,FALSE,-39.703,175.864
"519","Wairakei Research Stn","B86612",1846,1964-05-31,1987-06-30,FALSE,-38.617,176.11
"520","Murupara","B86471",1820,1973-10-31,1987-06-30,FALSE,-38.459,176.695
"521","Karioi 2","E95451",3623,1945-12-31,1987-03-26,FALSE,-39.476,175.514
"522","Wairapukao Forest","B86551",1834,1970-12-31,1987-02-27,FALSE,-38.535,176.571
"523","Edgecumbe Dairy Co","B76984",1668,1970-06-30,1987-01-31,FALSE,-37.98,176.834
"524","Waiotapu Forest","B86341",1797,1970-12-31,1986-12-31,FALSE,-38.314,176.422
"525","Ruapehu,Hut Flat","C95253",2365,1982-06-30,1986-10-31,FALSE,-39.244,175.56
"526","Waharoa 2","B75772",1585,1983-08-08,1986-09-29,FALSE,-37.759,175.776
"527","Whakamarama 2","B75793",1590,1984-02-29,1986-05-31,FALSE,-37.72,175.991
"528","Whakamarama Edr","B76603",1609,1985-05-12,1986-04-30,FALSE,-37.693,176
"529","Rukuhia","C75831",2109,1946-08-31,1984-09-30,FALSE,-37.83,175.3
"530","Ruatiti Station","E95212",3591,1982-07-31,1983-05-31,FALSE,-39.234,175.174
"531","Whakatane Mill","B76993",1671,1950-12-31,1983-04-29,FALSE,-37.958,176.964
"532","Mt Ruapehu,Chateau 1","C95251",2363,1961-10-31,1983-02-28,FALSE,-39.202,175.54
"533","Tarawera Forest","B86161",1772,1970-12-31,1982-11-30,FALSE,-38.128,176.651
"534","Whakarewarewa","B86124",1765,1939-12-31,1982-01-31,FALSE,-38.164,176.263
"535","Tongariro Prison Farm","C95086",2348,1974-07-31,1981-05-29,FALSE,-39.043,175.856
"536","Tokoroa Bcnz","B85286",1724,1972-12-31,1981-03-31,FALSE,-38.22,175.87
"537","Broadlands 3","B86533",1832,1975-10-31,1980-07-31,FALSE,-38.544,176.319
"538","Ohaaki Tower 10m","B86523",1827,1978-10-20,1979-07-29,FALSE,-38.529,176.292
"539","Waikeria Youth Centre","C85141",2198,1971-12-31,1977-04-30,FALSE,-38.12,175.397
"540","Purukohukohu","B86421",1815,1971-12-31,1976-05-31,FALSE,-38.426,176.215
"541","Otutira","C85681",2242,1971-12-31,1975-12-30,FALSE,-38.627,175.813
"542","Tangoio","D96382",2962,1971-12-31,1975-08-31,FALSE,-39.298,176.876
"543","Makahu Saddle 2","D96241",2934,1971-12-31,1975-04-30,FALSE,-39.288,176.405
"544","Ohakune","E95444",3620,1971-12-31,1974-09-29,FALSE,-39.419,175.414
"545","Makahu Spur","D96231",2928,1971-12-31,1973-08-31,FALSE,-39.282,176.389
"546","Putaruru,Puketurua","C85161",2200,1971-12-31,1973-06-30,FALSE,-38.116,175.673
"547","Waikeria No 2","C85131",2196,1971-12-31,1972-08-31,FALSE,-38.115,175.371
"548","Pukekohe Ews","C74283",2006,1986-03-02,2024-08-24,TRUE,-37.20637,174.86384
"549","Te Puke Ews","B76838",12428,1996-05-31,2024-08-24,TRUE,-37.82274,176.32072
"550","Matamata, Hinuera Ews","B75875",17030,1998-12-22,2024-08-24,TRUE,-37.87683,175.73496
"551","Te Kuiti Ews","C85316",23899,2003-05-07,2024-08-24,TRUE,-38.33174,175.15356
"552","Whatawhata 2 Ews","C75701",25162,2003-11-11,2024-08-24,TRUE,-37.78832,175.06906
"553","Hamilton, Ruakura 2 Ews","C75734",26117,2005-11-10,2024-08-24,TRUE,-37.77389,175.30517
"554","Pureora Forest Cws","C85552",37016,2009-04-18,2024-08-24,TRUE,-38.517,175.58
"555","Lake Karapiro Cws","C75955",37656,2009-10-14,2024-08-24,TRUE,-37.9245,175.5396
"556","Auckland, North Shore Albany Ews","A64776",37852,2009-12-23,2024-08-24,TRUE,-36.74827,174.71377
"557","Firth Of Thames Ews","C75241",38619,2010-11-11,2024-08-24,TRUE,-37.21514,175.45045
"558","Whitianga Ews","B65863",40981,2015-08-20,2024-08-24,TRUE,-36.82817,175.67231
"559","Taumarunui Ews","C85826",40983,2015-09-02,2024-08-24,TRUE,-38.86145,175.23805
"560","Rotorua Ews","B86128",41077,2015-09-25,2024-08-24,TRUE,-38.14635,176.2578
"561","Auckland, Motat Ews","A6487G",41351,2016-02-13,2024-08-24,TRUE,-36.86297,174.71185
"562","Waikeria Ews","C85034",41389,2016-03-24,2024-08-24,TRUE,-38.09468,175.3876
"563","Taupo Cws","B86609",41429,2016-04-23,2024-08-24,TRUE,-38.67812,176.07956
"564","Tauranga Cws","B76612",41428,2016-05-06,2024-08-24,TRUE,-37.6741,176.16303
"565","Auckland, Mangere 2 Ews","C64973",43711,2018-09-08,2024-08-24,TRUE,-36.9648,174.78052
"566","Awakino Ews","C84672",25726,2020-03-03,2024-08-24,TRUE,-38.62025,174.72013
"567","Manukau Heads Ews","A74054",45217,2022-04-06,2024-08-24,TRUE,-37.05299,174.54906
"568","Thames Ews","B75153",45320,2022-08-17,2024-08-24,TRUE,-37.1585,175.55138
"569","Skid Site Ews","O01251",45935,2023-11-24,2024-08-24,TRUE,-37.02112,175.16544
"570","Mangatawhiri Dam Ews","O01250",45934,2023-11-29,2024-08-24,TRUE,-37.09056,175.15515
"571","Auckland Aero","C74082",1962,1965-12-31,2024-08-23,TRUE,-37.00813,174.78873
"572","Port Taharoa Aws","C84174",2136,1981-12-31,2024-08-23,TRUE,-38.17032,174.70373
"573","Hamilton Aero Aws","C75834",2112,1990-05-31,2024-08-23,TRUE,-37.86088,175.33175
"574","Tauranga Aero Aws","B76624",1615,1990-05-31,2024-08-23,TRUE,-37.67478,176.19236
"575","Whitianga Aero Aws","B65862",1520,1990-08-31,2024-08-23,TRUE,-36.83237,175.67542
"576","Rotorua Aero Aws","B86133",1770,1991-12-19,2024-08-23,TRUE,-38.10592,176.31481
"577","Taumarunui Aws","C85835",35135,2007-12-21,2024-08-23,TRUE,-38.8873,175.33255
"578","Mamaku Radar Wxt Aws","B86003",38671,2010-08-21,2024-08-23,TRUE,-38.066,176.062
"579","Auckland Aero Backup Aws","C74084",41228,2013-08-01,2024-08-23,TRUE,-37.00895,174.80695
"580","Ardmore Aero Aws","C74094",41484,2016-07-05,2024-08-23,TRUE,-37.0303,174.97118
