"","name","network","agent","start","end","open","lat","lon"
"69","Warkworth","A64463",1374,1972-03-31,1999-09-30,FALSE,-36.434,174.668
"70","Dargaville 2","A53982",1192,1951-10-17,1999-08-31,FALSE,-35.944,173.835
"71","Mimiwhangata","A54441",10745,1994-11-05,1999-05-13,FALSE,-35.443,174.423
"72","Auckland City Edr","A6487A",1425,1990-09-30,1996-11-18,FALSE,-36.861,174.751
"73","Whangaruru","A54331",7364,1992-03-23,1994-11-04,FALSE,-35.349,174.326
"74","Woodhill Forest","A64741",1402,1950-12-31,1993-12-30,FALSE,-36.749,174.431
"75","Whangarei,Whau Vly","A54735",1285,1988-11-30,1993-11-30,FALSE,-35.706,174.294
"76","Auckland, Whenuapai Aero","A64761",1410,1950-12-31,1993-07-05,FALSE,-36.793,174.624
"77","Waiotemarama","A53541",1138,1977-02-08,1992-11-30,FALSE,-35.531,173.426
"78","Port Albert","A64242",7557,1992-05-01,1992-09-30,FALSE,-36.279,174.443
"79","Waipoua Visitor Centre","A53651",1155,1950-12-31,1992-03-31,FALSE,-35.653,173.558
"80","Auckland City","A64878",1434,1971-12-31,1990-11-30,FALSE,-36.861,174.751
"81","Marsden Power Stn","A54842",1303,1970-10-01,1990-05-31,FALSE,-35.878,174.47
"82","Auckland, Albert Park","A64871",1427,1929-12-31,1989-12-31,FALSE,-36.853,174.767
"83","Little Barrier Is","A65201",1486,1982-06-23,1989-12-31,FALSE,-36.221,175.056
