"","name","network","agent","start","end","open","lat","lon"
"52","Queensbury Ews","I49822",5234,1978-10-31,1992-05-31,FALSE,-44.873,169.3
"53","Burwood Bush","I58502",5475,1986-10-07,1990-08-31,FALSE,-45.571,168.071
"54","Wanaka","I49711",5223,1972-08-11,1990-08-30,FALSE,-44.705,169.146
"55","Mt Luxmore","I57362",5413,1988-12-31,1989-12-31,FALSE,-45.388,167.619
"56","Ettrick No.1","I59632",5644,1983-05-31,1989-06-30,FALSE,-45.635,169.363
"57","Knobs Flat","I48901",5167,1982-08-31,1988-11-30,FALSE,-44.98,168.019
"58","Homer Tunnel Western","F47794",4118,1984-07-31,1988-11-30,FALSE,-44.764,167.974
"59","Homer Tunnel, Eastern","F47791",4115,1987-11-30,1988-11-30,FALSE,-44.765,167.994
"60","Lake Hawea","I49621",5218,1971-12-31,1988-05-31,FALSE,-44.612,169.241
"61","Cromwell Sub Stn","I59012",5524,1976-04-12,1988-02-25,FALSE,-45.062,169.189
"62","Roxburgh Power Stn","I59431",5612,1950-08-31,1987-11-19,FALSE,-45.481,169.314
"63","Gibbston Nevis Bluff","I58092",5456,1984-10-11,1987-05-31,FALSE,-45.041,168.979
"64","Takahe Valley","I57361",5412,1972-10-14,1987-05-30,FALSE,-45.299,167.681
"65","Hokonui Forest","I68252",5790,1971-12-31,1987-03-26,FALSE,-46.21,168.583
"66","Beaumont N.Z.F.S.","I59842",5680,1980-12-11,1987-02-28,FALSE,-45.864,169.484
"67","Gore,Grasslands D.S.I.R.","I68192",5780,1971-12-31,1986-12-31,FALSE,-46.115,168.892
"68","Lauder Pel","I59062",5532,1981-07-31,1986-05-31,FALSE,-45.041,169.686
"69","Poolburn Edl","I59173",5549,1984-04-06,1986-03-31,FALSE,-45.133,169.716
"70","Cromwell M.W.D.","I59021",5526,1949-05-05,1985-06-30,FALSE,-45.035,169.195
"71","Moa Creek","I59162",5545,1957-08-18,1984-04-30,FALSE,-45.192,169.654
"72","Alexandra 1","I59234",5576,1929-12-31,1983-09-30,FALSE,-45.258,169.389
"73","Otama","I58981",5521,1980-07-31,1983-05-31,FALSE,-45.922,168.829
"74","Earnscleugh D.S.I.R.","I59232",5574,1947-04-15,1983-03-31,FALSE,-45.237,169.332
"75","Moa Flat","I59722",5666,1950-07-31,1980-08-31,FALSE,-45.761,169.282
"76","Clyde","I59132",5542,1973-07-31,1977-10-31,FALSE,-45.163,169.306
"77","Manorburn Dam","I59361",5608,1928-10-31,1977-04-28,FALSE,-45.363,169.606
"78","Mid Dome","I58552",5479,1949-10-18,1976-10-31,FALSE,-45.571,168.504
"79","Albert Town","I49612",5216,1971-12-31,1972-08-10,FALSE,-44.683,169.19
"80","Gore 1","I68191",5779,1943-12-31,1971-08-31,FALSE,-46.106,168.937
"81","East Gore","I68093",5759,1907-05-04,1965-11-30,FALSE,-46.09,168.954
"82","Lauder Ews","I59065",5535,1985-08-31,2024-08-26,TRUE,-45.0401,169.68419
"83","Middlemarch Ews","I50513",18437,2000-08-30,2024-08-26,TRUE,-45.51814,170.13561
"84","Ranfurly Ews","I50115",18593,2000-11-22,2024-08-26,TRUE,-45.12427,170.10045
"85","Balclutha, Telford Ews","I69276",26163,2005-12-15,2024-08-26,TRUE,-46.29282,169.7315
"86","Cromwell Ews","I59013",26381,2006-04-06,2024-08-26,TRUE,-45.03392,169.1955
"87","Albert Burn","I48391",35098,2008-01-25,2024-08-26,TRUE,-44.38112,168.92633
"88","Clyde 2 Ews","I5923C",39564,2011-05-25,2024-08-26,TRUE,-45.20342,169.3182
"89","Mt Larkins Ews","I48842",40257,2013-05-15,2024-08-26,TRUE,-44.88526,168.48044
"90","Waipounamu Cws","I58872",40639,2014-06-28,2024-08-26,TRUE,-45.82525,168.71649
"91","Five Rivers Cws","I58632",40845,2014-12-12,2024-08-26,TRUE,-45.6259,168.36702
"92","Wanaka Cws","I49614",41237,2015-10-29,2024-08-26,TRUE,-44.69965,169.14273
"93","Queenstown Ews","I58062",41331,2016-02-25,2024-08-26,TRUE,-45.03476,168.66364
"94","Gore Ews","I68197",42975,2017-06-02,2024-08-26,TRUE,-46.12375,168.91938
"95","Alexandra Ews","I5923E",43904,2019-04-19,2024-08-26,TRUE,-45.25458,169.38448
"96","Tapanui Ews","I59923",44640,2020-12-22,2024-08-26,TRUE,-45.944,169.257
"97","Balclutha, Finegand Ews","I69277",45319,2022-08-27,2024-08-26,TRUE,-46.273,169.739
"98","Lumsden Aws","I58744",5496,1981-12-31,2024-08-25,TRUE,-45.74512,168.44975
"99","Tara Hills Aws","I49592",5212,1985-04-30,2024-08-25,TRUE,-44.52612,169.88948
"100","Gore Aws","I68182",5778,1986-07-11,2024-08-25,TRUE,-46.11171,168.8876
"101","Queenstown Aero Aws","I58075",5451,1991-06-19,2024-08-25,TRUE,-45.01762,168.7402
"102","Dunedin Aero Aws","I50922",7339,1991-11-23,2024-08-25,TRUE,-45.92675,170.19684
"103","Wanaka Aero Aws","I49723",7426,1992-05-06,2024-08-25,TRUE,-44.722,169.244
"104","Roxburgh Wxt Aws","I59534",38673,2010-05-12,2024-08-25,TRUE,-45.51717,169.31316
"105","Alexandra Aws","I5923D",41163,2013-05-13,2024-08-25,TRUE,-45.21452,169.37549
"106","Ophir 2","I59161",5544,1924-04-01,2024-07-31,FALSE,-45.10611,169.61056
"107","Alexandra","I59236",5578,1985-01-03,2024-07-31,FALSE,-45.246,169.38956
"108","Ettrick No.2","I59633",5645,1985-01-21,2024-07-31,FALSE,-45.623,169.348
"109","Balclutha,Finegand","I69273",5867,1971-12-31,2022-08-23,FALSE,-46.273,169.739
"110","Queenstown","I58061",5446,1871-08-31,2021-05-31,FALSE,-45.03476,168.66364
"111","Alexandra Cws","I5923B",36592,2008-11-18,2021-02-22,FALSE,-45.25366,169.39205
"112","Tapanui","I59921",5686,1900-03-31,2020-12-07,FALSE,-45.944,169.257
"113","Naseby Forest 2","I50013",5258,1983-10-04,2017-02-28,FALSE,-45.028,170.142
"114","Riversdale Aquifer @ York Road","I58973",38645,2011-02-18,2017-01-20,FALSE,-45.90358,168.73871
"115","Rock And Pillar Raws","I50321",24998,2009-11-15,2012-11-15,FALSE,-45.38806,170.20528
"116","Clyde Ews","I59239",12431,1996-06-15,2012-10-11,FALSE,-45.20724,169.31478
"117","St Bathans, Post Office","I49884",18225,2000-05-05,2010-11-14,FALSE,-44.87336,169.81084
"118","Wanaka Airport","I49724",25480,2009-11-16,2010-01-25,FALSE,-44.725,169.243
"119","Cromwell 2","I59024",5529,1984-07-03,2007-07-31,FALSE,-45.035,169.195
"120","Clyde Dam","I59133",5543,1978-04-30,2007-06-30,FALSE,-45.19,169.311
"121","Edievale 2","I59732",5670,2004-02-02,2004-11-07,FALSE,-45.80245,169.36889
"122","St Bathans 3","I49883",5239,1992-08-07,1999-02-26,FALSE,-44.875,169.823
"123","Benmore Power Stn","I40511",5113,1986-07-09,1997-05-31,FALSE,-44.569,170.19
"124","Clyde, Earnscleugh","I59235",5577,1983-02-28,1996-05-31,FALSE,-45.207,169.313
"125","Invermay Edr","I50836",5365,1985-04-30,1994-10-16,FALSE,-45.862,170.385
"126","Alexandra, Theyers St","I59238",5580,1983-10-09,1994-01-31,FALSE,-45.254,169.381
"127","Wanaka, Park Hq","I49613",5217,1990-09-06,1994-01-31,FALSE,-44.696,169.142
"128","Clinton School","I69234",5861,1983-10-12,1994-01-24,FALSE,-46.2,169.381
"129","Queenstown Aero","I58074",5450,1971-12-31,1992-09-20,FALSE,-45.024,168.735
"130","Bendigo 2","I49932",5243,1978-04-30,1992-05-31,FALSE,-44.93352,169.30377
"131","Northburn","I59023",5528,1978-10-31,1992-05-31,FALSE,-45.00785,169.23298
"132","Queensbury Ews","I49822",5234,1978-10-31,1992-05-31,FALSE,-44.873,169.3
"133","Dunedin Aero","I50921",5397,1971-12-31,1991-12-31,FALSE,-45.929,170.196
"134","Wanaka","I49711",5223,1972-08-11,1990-08-30,FALSE,-44.705,169.146
"135","Mahinerangi Dam","I59891",5683,1965-11-01,1990-03-30,FALSE,-45.883,169.975
"136","Wyndham","I68384",5810,1987-06-30,1989-11-30,FALSE,-46.33,168.85
"137","Ranfurly Maniototo","I50113",5280,1975-02-28,1989-06-30,FALSE,-45.126,170.098
"138","Ettrick No.1","I59632",5644,1983-05-31,1989-06-30,FALSE,-45.635,169.363
"139","Aviemore 2","I40631",5118,1983-08-24,1988-09-12,FALSE,-44.659,170.353
"140","Lake Hawea","I49621",5218,1971-12-31,1988-05-31,FALSE,-44.612,169.241
"141","Cromwell Sub Stn","I59012",5524,1976-04-12,1988-02-25,FALSE,-45.062,169.189
"142","Roxburgh Power Stn","I59431",5612,1950-08-31,1987-11-19,FALSE,-45.481,169.314
"143","Gibbston Nevis Bluff","I58092",5456,1984-10-11,1987-05-31,FALSE,-45.041,168.979
"144","Taieri Mouth","I60021",5695,1971-12-31,1987-03-31,FALSE,-46.077,170.193
"145","Berwick Forest","I50901",5392,1971-12-31,1987-02-28,FALSE,-45.971,170.074
"146","Beaumont N.Z.F.S.","I59842",5680,1980-12-11,1987-02-28,FALSE,-45.864,169.484
"147","Gore,Grasslands D.S.I.R.","I68192",5780,1971-12-31,1986-12-31,FALSE,-46.115,168.892
"148","Deep Stream M.A.F.","I59693",5661,1981-10-05,1986-06-29,FALSE,-45.684,169.978
"149","Lauder Pel","I59062",5532,1981-07-31,1986-05-31,FALSE,-45.041,169.686
"150","Gimmerburn Edl","I50102",5277,1981-12-31,1986-03-31,FALSE,-45.187,170.049
"151","Poolburn Edl","I59173",5549,1984-04-06,1986-03-31,FALSE,-45.133,169.716
"152","Omarama,Tara Hills","I49591",5211,1949-10-23,1985-12-31,FALSE,-44.529,169.888
"153","Invermay, Taieri 2","I50835",5364,1976-03-31,1985-12-30,FALSE,-45.862,170.385
"154","Milton","I69191",5856,1971-12-31,1985-11-30,FALSE,-46.114,169.971
"155","Cromwell M.W.D.","I59021",5526,1949-05-05,1985-06-30,FALSE,-45.035,169.195
"156","Stony Creek","I59392",5611,1981-12-31,1984-05-31,FALSE,-45.302,169.906
"157","Moa Creek","I59162",5545,1957-08-18,1984-04-30,FALSE,-45.192,169.654
"158","Alexandra 1","I59234",5576,1929-12-31,1983-09-30,FALSE,-45.258,169.389
"159","Otama","I58981",5521,1980-07-31,1983-05-31,FALSE,-45.922,168.829
"160","Naseby Forest 1","I50012",5257,1922-12-31,1983-03-31,FALSE,-45.032,170.09
"161","Earnscleugh D.S.I.R.","I59232",5574,1947-04-15,1983-03-31,FALSE,-45.237,169.332
"162","Hindon Farm","I50721",5336,1971-12-31,1981-09-30,FALSE,-45.748,170.197
"163","Rankleburn Forest","I59941",5688,1971-12-31,1980-11-30,FALSE,-45.975,169.439
"164","Moa Flat","I59722",5666,1950-07-31,1980-08-31,FALSE,-45.761,169.282
"165","Clyde","I59132",5542,1973-07-31,1977-10-31,FALSE,-45.163,169.306
"166","Manorburn Dam","I59361",5608,1928-10-31,1977-04-28,FALSE,-45.363,169.606
"167","Invermay, Taieri","I50831",5360,1966-01-01,1977-03-31,FALSE,-45.858,170.361
"168","Mid Dome","I58552",5479,1949-10-18,1976-10-31,FALSE,-45.571,168.504
"169","Browns Block","I59992",5692,1975-06-03,1975-09-11,FALSE,-45.953,169.938
"170","Albert Town","I49612",5216,1971-12-31,1972-08-10,FALSE,-44.683,169.19
"171","Gore 1","I68191",5779,1943-12-31,1971-08-31,FALSE,-46.106,168.937
"172","Waipiata 2","I50212",5297,1924-12-31,1966-09-29,FALSE,-45.239,170.145
"173","East Gore","I68093",5759,1907-05-04,1965-11-30,FALSE,-46.09,168.954
"174","Ranfurly, Eweburn","I50101",5276,1896-12-31,1922-12-31,FALSE,-45.117,170.083
"175","Invercargill Aero","I68433",5814,1948-05-31,2024-08-26,TRUE,-46.41741,168.33052
"176","Tiwai Point Ews","I68533",5823,1971-12-31,2024-08-26,TRUE,-46.587,168.376
"177","Waipounamu Cws","I58872",40639,2014-06-28,2024-08-26,TRUE,-45.82525,168.71649
"178","Five Rivers Cws","I58632",40845,2014-12-12,2024-08-26,TRUE,-45.6259,168.36702
"179","Te Anau At Park Hq Cws","I57477",41064,2015-07-10,2024-08-26,TRUE,-45.42214,167.71788
"180","Invercargill Aero 2 Ews","I68437",12444,2015-08-20,2024-08-26,TRUE,-46.41727,168.33045
"181","Gore Ews","I68197",42975,2017-06-02,2024-08-26,TRUE,-46.12375,168.91938
"182","Tapanui Ews","I59923",44640,2020-12-22,2024-08-26,TRUE,-45.944,169.257
"183","Stewart Island Ews","I68915",44761,2021-07-27,2024-08-26,TRUE,-46.90051,168.12851
"184","Tautuku Ews","I69545",44762,2021-12-02,2024-08-26,TRUE,-46.57617,169.44386
"185","Lumsden Aws","I58744",5496,1981-12-31,2024-08-25,TRUE,-45.74512,168.44975
"186","Gore Aws","I68182",5778,1986-07-11,2024-08-25,TRUE,-46.11171,168.8876
"187","Manapouri Aero Aws","I57563",5430,1990-12-12,2024-08-25,TRUE,-45.53285,167.64162
"188","Invercargill Aero Aws","I68435",11104,1995-02-06,2024-08-25,TRUE,-46.41104,168.31779
"189","Birchwood Wxt Aws","I57992",38674,2010-05-15,2024-08-25,TRUE,-45.94412,167.90081
"190","Stewart Is","I68913",5836,1975-05-05,2024-05-31,FALSE,-46.90051,168.12851
"191","Tautuku","I69544",5904,1976-04-07,2022-11-30,FALSE,-46.57617,169.44386
"192","Thornbury","I68202",31912,2007-09-23,2022-03-31,FALSE,-46.29144,168.09593
"193","Tapanui","I59921",5686,1900-03-31,2020-12-07,FALSE,-45.944,169.257
"194","Winton 2","I68133",5768,1971-12-31,2019-12-31,FALSE,-46.157,168.328
"195","Riversdale Aquifer @ York Road","I58973",38645,2011-02-18,2017-01-20,FALSE,-45.90358,168.73871
"196","Wreys Bush Raws","I68011",18603,2000-10-30,2005-05-25,FALSE,-46.02861,168.11083
"197","Te Anau, Doc","I57473",5419,1972-01-01,1994-03-31,FALSE,-45.426,167.718
"198","Clinton School","I69234",5861,1983-10-12,1994-01-24,FALSE,-46.2,169.381
"199","Codfish Island","I67761",5745,1987-12-02,1993-08-31,FALSE,-46.767,167.633
"200","Tuatapere","I67165",5738,1980-10-14,1992-11-29,FALSE,-46.129,167.674
"201","Burwood Bush","I58502",5475,1986-10-07,1990-08-31,FALSE,-45.571,168.071
"202","Wyndham","I68384",5810,1987-06-30,1989-11-30,FALSE,-46.33,168.85
"203","Hokonui Forest","I68252",5790,1971-12-31,1987-03-26,FALSE,-46.21,168.583
"204","Otautau N.Z.F.S.","I68102",5761,1949-09-30,1987-02-28,FALSE,-46.164,168.005
"205","Gore,Grasslands D.S.I.R.","I68192",5780,1971-12-31,1986-12-31,FALSE,-46.115,168.892
"206","Woodlands","I68362",5804,1971-12-31,1986-08-31,FALSE,-46.371,168.594
"207","Borland Burn","I57751",5435,1974-10-31,1985-09-30,FALSE,-45.78,167.538
"208","Scollays Flat","I77171",5908,1980-03-06,1985-07-31,FALSE,-47.15,167.75
"209","Otama","I58981",5521,1980-07-31,1983-05-31,FALSE,-45.922,168.829
"210","Rankleburn Forest","I59941",5688,1971-12-31,1980-11-30,FALSE,-45.975,169.439
"211","Moa Flat","I59722",5666,1950-07-31,1980-08-31,FALSE,-45.761,169.282
"212","Mid Dome","I58552",5479,1949-10-18,1976-10-31,FALSE,-45.571,168.504
"213","Borland Saddle","I57731",5434,1971-12-31,1972-04-30,FALSE,-45.733,167.367
"214","Gore 1","I68191",5779,1943-12-31,1971-08-31,FALSE,-46.106,168.937
"215","East Gore","I68093",5759,1907-05-04,1965-11-30,FALSE,-46.09,168.954
"216","Invercargill","I68431",5812,1904-12-31,1952-06-30,FALSE,-46.4,168.367
